,342.5nm,388nm,442nm,463nm,483.5nm
160830,1.767,1.706,1.65,1.631,1.614
160831,2.517,2.205,1.872,1.756,1.65
160901,6.275,5.854,5.274,5.043,4.818
160902,3.274,2.847,2.396,2.239,2.096
160903,3.274,2.847,2.396,2.239,2.096
160904,3.274,2.847,2.396,2.239,2.096
160905,3.274,2.847,2.396,2.239,2.096
160906,0.3,0.254,0.208,0.193,0.179
160907,3.274,2.847,2.396,2.239,2.096
160908,0.545,0.509,0.46,0.44,0.421
160909,0.435,0.362,0.291,0.268,0.247
160910,3.739,3.324,2.861,2.694,2.539
160911,3.274,2.847,2.396,2.239,2.096
160912,5.335,4.559,3.758,3.485,3.238
160913,3.274,2.847,2.396,2.239,2.096
160914,3.274,2.847,2.396,2.239,2.096
160915,3.274,2.847,2.396,2.239,2.096
160916,3.274,2.847,2.396,2.239,2.096
160917,3.274,2.847,2.396,2.239,2.096
160918,2.003,1.869,1.684,1.61,1.538
160919,3.274,2.847,2.396,2.239,2.096
160920,3.274,2.847,2.396,2.239,2.096
160921,3.274,2.847,2.396,2.239,2.096
160922,1.005,0.837,0.673,0.62,0.572
160923,3.274,2.847,2.396,2.239,2.096
160924,3.274,2.847,2.396,2.239,2.096
160925,3.274,2.847,2.396,2.239,2.096
160926,3.274,2.847,2.396,2.239,2.096
160927,0.971,0.906,0.816,0.78,0.745
160928,2.116,1.974,1.778,1.7,1.624
160929,3.274,2.847,2.396,2.239,2.096
160930,3.274,2.847,2.396,2.239,2.096
161001,1.331,1.242,1.119,1.07,1.022
161002,3.228,2.811,2.37,2.216,2.076
161003,3.228,2.811,2.37,2.216,2.076
161004,3.228,2.811,2.37,2.216,2.076
161005,3.915,3.359,2.78,2.582,2.401
161006,3.228,2.811,2.37,2.216,2.076
161007,3.228,2.811,2.37,2.216,2.076
161008,3.228,2.811,2.37,2.216,2.076
161009,3.228,2.811,2.37,2.216,2.076
161010,2.724,2.256,1.802,1.653,1.521
161011,3.228,2.811,2.37,2.216,2.076
161012,7.288,6.174,5.048,4.667,4.325
161013,1.255,1.171,1.055,1.008,0.963
161014,3.228,2.811,2.37,2.216,2.076
161015,4.893,4.051,3.236,2.969,2.732
161016,5.659,4.822,3.974,3.687,3.429
161017,2.196,1.885,1.56,1.448,1.347
161018,3.228,2.811,2.37,2.216,2.076
161019,3.228,2.811,2.37,2.216,2.076
161020,3.228,2.811,2.37,2.216,2.076
161021,3.228,2.811,2.37,2.216,2.076
161022,3.228,2.811,2.37,2.216,2.076
161023,3.228,2.811,2.37,2.216,2.076
161024,3.228,2.811,2.37,2.216,2.076
161025,3.228,2.811,2.37,2.216,2.076
161026,3.228,2.811,2.37,2.216,2.076
161027,3.228,2.811,2.37,2.216,2.076
161028,3.228,2.811,2.37,2.216,2.076
161029,3.228,2.811,2.37,2.216,2.076
161030,4.717,4.085,3.42,3.189,2.979
161031,3.228,2.811,2.37,2.216,2.076
161101,4.247,3.961,3.569,3.413,3.261
161102,3.055,2.682,2.299,2.167,2.048
161103,3.055,2.682,2.299,2.167,2.048
161104,3.055,2.682,2.299,2.167,2.048
161105,3.055,2.682,2.299,2.167,2.048
161106,3.055,2.682,2.299,2.167,2.048
161107,3.055,2.682,2.299,2.167,2.048
161108,3.055,2.682,2.299,2.167,2.048
161109,3.055,2.682,2.299,2.167,2.048
161110,3.055,2.682,2.299,2.167,2.048
161111,3.055,2.682,2.299,2.167,2.048
161112,3.055,2.682,2.299,2.167,2.048
161113,6.131,5.076,4.055,3.72,3.423
161114,3.055,2.682,2.299,2.167,2.048
161115,7.759,6.461,5.199,4.783,4.413
161116,3.055,2.682,2.299,2.167,2.048
161117,3.055,2.682,2.299,2.167,2.048
161118,3.055,2.682,2.299,2.167,2.048
161119,3.055,2.682,2.299,2.167,2.048
161120,3.055,2.682,2.299,2.167,2.048
161121,3.055,2.682,2.299,2.167,2.048
161122,3.055,2.682,2.299,2.167,2.048
161123,1.461,1.41,1.363,1.348,1.334
161124,3.055,2.682,2.299,2.167,2.048
161125,3.055,2.682,2.299,2.167,2.048
161126,3.055,2.682,2.299,2.167,2.048
161127,3.055,2.682,2.299,2.167,2.048
161128,3.055,2.682,2.299,2.167,2.048
161129,3.055,2.682,2.299,2.167,2.048
161130,3.055,2.682,2.299,2.167,2.048
161201,3.055,2.682,2.299,2.167,2.048
161202,0.695,0.672,0.649,0.642,0.635
161203,3.261,2.841,2.399,2.246,2.166
161204,3.261,2.841,2.399,2.246,2.166
161205,3.261,2.841,2.399,2.246,2.166
161206,6.314,5.227,4.176,3.832,3.526
161207,3.261,2.841,2.399,2.246,2.166
161208,3.261,2.841,2.399,2.246,2.166
161209,3.261,2.841,2.399,2.246,2.166
161210,3.261,2.841,2.399,2.246,2.166
161211,3.261,2.841,2.399,2.246,2.166
161212,3.261,2.841,2.399,2.246,2.166
161213,2.695,2.313,1.914,1.777,1.653
161214,3.261,2.841,2.399,2.246,2.166
161215,3.261,2.841,2.399,2.246,2.166
161216,3.261,2.841,2.399,2.246,2.166
161217,3.261,2.841,2.399,2.246,2.166
161218,3.261,2.841,2.399,2.246,2.166
161219,3.261,2.841,2.399,2.246,2.166
161220,3.261,2.841,2.399,2.246,2.166
161221,3.261,2.841,2.399,2.246,2.166
161222,3.261,2.841,2.399,2.246,2.166
161223,3.261,2.841,2.399,2.246,2.166
161224,3.261,2.841,2.399,2.246,2.166
161225,3.261,2.841,2.399,2.246,2.166
161226,3.261,2.841,2.399,2.246,2.166
161227,3.261,2.841,2.399,2.246,2.166
161228,3.261,2.841,2.399,2.246,2.166
161229,3.261,2.841,2.399,2.246,2.166
161230,3.261,2.841,2.399,2.246,2.166
161231,3.261,2.841,2.399,2.246,2.166
170101,2.936,2.657,2.343,2.23,2.125
170102,2.936,2.657,2.343,2.23,2.125
170103,2.936,2.657,2.343,2.23,2.125
170104,2.936,2.657,2.343,2.23,2.125
170105,2.936,2.657,2.343,2.23,2.125
170106,2.936,2.657,2.343,2.23,2.125
170107,2.936,2.657,2.343,2.23,2.125
170108,2.936,2.657,2.343,2.23,2.125
170109,1.828,1.765,1.706,1.687,1.669
170110,2.936,2.657,2.343,2.23,2.125
170111,2.936,2.657,2.343,2.23,2.125
170112,2.936,2.657,2.343,2.23,2.125
170113,2.936,2.657,2.343,2.23,2.125
170114,2.936,2.657,2.343,2.23,2.125
170115,2.936,2.657,2.343,2.23,2.125
170116,2.936,2.657,2.343,2.23,2.125
170117,2.936,2.657,2.343,2.23,2.125
170118,2.936,2.657,2.343,2.23,2.125
170119,2.936,2.657,2.343,2.23,2.125
170120,2.936,2.657,2.343,2.23,2.125
170121,2.936,2.657,2.343,2.23,2.125
170122,2.936,2.657,2.343,2.23,2.125
170123,2.872,2.679,2.414,2.308,2.205
170124,2.936,2.657,2.343,2.23,2.125
170125,1.691,1.633,1.579,1.561,1.545
170126,2.936,2.657,2.343,2.23,2.125
170127,2.936,2.657,2.343,2.23,2.125
170128,2.936,2.657,2.343,2.23,2.125
170129,2.936,2.657,2.343,2.23,2.125
170130,2.936,2.657,2.343,2.23,2.125
170131,2.936,2.657,2.343,2.23,2.125
170201,3.189,2.829,2.442,2.306,2.181
170202,3.189,2.829,2.442,2.306,2.181
170203,3.189,2.829,2.442,2.306,2.181
170204,3.189,2.829,2.442,2.306,2.181
170205,3.189,2.829,2.442,2.306,2.181
170206,3.189,2.829,2.442,2.306,2.181
170207,3.189,2.829,2.442,2.306,2.181
170208,3.189,2.829,2.442,2.306,2.181
170209,3.189,2.829,2.442,2.306,2.181
170210,3.189,2.829,2.442,2.306,2.181
170211,3.189,2.829,2.442,2.306,2.181
170212,3.189,2.829,2.442,2.306,2.181
170213,3.189,2.829,2.442,2.306,2.181
170214,3.189,2.829,2.442,2.306,2.181
170215,3.189,2.829,2.442,2.306,2.181
170216,3.189,2.829,2.442,2.306,2.181
170217,3.189,2.829,2.442,2.306,2.181
170218,3.189,2.829,2.442,2.306,2.181
170219,3.189,2.829,2.442,2.306,2.181
170220,3.189,2.829,2.442,2.306,2.181
170221,3.189,2.829,2.442,2.306,2.181
170222,3.189,2.829,2.442,2.306,2.181
170223,6.398,5.491,4.544,4.219,3.924
170224,3.189,2.829,2.442,2.306,2.181
170225,3.189,2.829,2.442,2.306,2.181
170226,3.189,2.829,2.442,2.306,2.181
170227,3.189,2.829,2.442,2.306,2.181
170228,3.189,2.829,2.442,2.306,2.181
170301,3.417,2.939,2.449,2.282,2.132
170302,3.417,2.939,2.449,2.282,2.132
170303,3.417,2.939,2.449,2.282,2.132
170304,3.417,2.939,2.449,2.282,2.132
170305,4.031,3.459,2.863,2.658,2.472
170306,3.417,2.939,2.449,2.282,2.132
170307,3.417,2.939,2.449,2.282,2.132
170308,3.417,2.939,2.449,2.282,2.132
170309,3.417,2.939,2.449,2.282,2.132
170310,3.417,2.939,2.449,2.282,2.132
170311,0.924,0.864,0.781,0.748,0.716
170312,3.417,2.939,2.449,2.282,2.132
170313,3.417,2.939,2.449,2.282,2.132
170314,3.417,2.939,2.449,2.282,2.132
170315,3.417,2.939,2.449,2.282,2.132
170316,3.417,2.939,2.449,2.282,2.132
170317,3.417,2.939,2.449,2.282,2.132
170318,3.417,2.939,2.449,2.282,2.132
170319,3.417,2.939,2.449,2.282,2.132
170320,3.417,2.939,2.449,2.282,2.132
170321,3.417,2.939,2.449,2.282,2.132
170322,3.417,2.939,2.449,2.282,2.132
170323,0.978,0.912,0.821,0.786,0.75
170324,3.417,2.939,2.449,2.282,2.132
170325,1.31,1.157,1.0,0.946,0.897
170326,3.417,2.939,2.449,2.282,2.132
170327,3.417,2.939,2.449,2.282,2.132
170328,3.417,2.939,2.449,2.282,2.132
170329,3.417,2.939,2.449,2.282,2.132
170330,2.011,1.899,1.755,1.7,1.647
170331,3.417,2.939,2.449,2.282,2.132
170401,2.602,2.323,2.019,1.932,1.813
170402,2.602,2.323,2.019,1.932,1.813
170403,2.602,2.323,2.019,1.932,1.813
170404,2.602,2.323,2.019,1.932,1.813
170405,2.602,2.323,2.019,1.932,1.813
170406,2.602,2.323,2.019,1.932,1.813
170407,2.602,2.323,2.019,1.932,1.813
170408,2.602,2.323,2.019,1.932,1.813
170409,2.602,2.323,2.019,1.932,1.813
170410,1.879,1.814,1.754,1.734,1.716
170411,2.602,2.323,2.019,1.932,1.813
170412,2.602,2.323,2.019,1.932,1.813
170413,2.602,2.323,2.019,1.932,1.813
170414,2.602,2.323,2.019,1.932,1.813
170415,1.25,1.166,1.05,1.004,0.96
170416,2.602,2.323,2.019,1.932,1.813
170417,2.602,2.323,2.019,1.932,1.813
170418,2.602,2.323,2.019,1.932,1.813
170419,1.689,1.492,1.274,1.197,1.125
170420,2.602,2.323,2.019,1.932,1.813
170421,7.016,5.93,4.838,4.469,4.139
170422,2.602,2.323,2.019,1.932,1.813
170423,2.602,2.323,2.019,1.932,1.813
170424,1.254,1.169,1.054,1.008,0.963
170425,3.998,3.736,3.376,3.232,3.093
170426,0.978,0.944,0.913,0.903,0.893
170427,2.602,2.323,2.019,1.932,1.813
170428,2.602,2.323,2.019,1.932,1.813
170429,2.602,2.323,2.019,1.932,1.813
170430,2.602,2.323,2.019,1.932,1.813
170501,2.533,2.25,1.944,1.837,1.737
170502,2.533,2.25,1.944,1.837,1.737
170503,1.715,1.656,1.601,1.582,1.566
170504,2.533,2.25,1.944,1.837,1.737
170505,2.204,2.128,2.057,2.034,2.013
170506,2.533,2.25,1.944,1.837,1.737
170507,3.648,3.214,2.739,2.571,2.415
170508,2.088,2.016,1.949,1.927,1.907
170509,2.533,2.25,1.944,1.837,1.737
170510,2.533,2.25,1.944,1.837,1.737
170511,2.533,2.25,1.944,1.837,1.737
170512,2.533,2.25,1.944,1.837,1.737
170513,2.533,2.25,1.944,1.837,1.737
170514,2.533,2.25,1.944,1.837,1.737
170515,2.533,2.25,1.944,1.837,1.737
170516,2.533,2.25,1.944,1.837,1.737
170517,1.957,1.89,1.827,1.806,1.787
170518,1.849,1.601,1.34,1.25,1.168
170519,2.533,2.25,1.944,1.837,1.737
170520,2.533,2.25,1.944,1.837,1.737
170521,1.416,1.368,1.322,1.307,1.294
170522,2.533,2.25,1.944,1.837,1.737
170523,4.933,4.139,3.354,3.093,2.859
170524,2.533,2.25,1.944,1.837,1.737
170525,2.536,2.37,2.142,2.051,1.962
170526,2.533,2.25,1.944,1.837,1.737
170527,2.533,2.25,1.944,1.837,1.737
170528,2.827,2.402,1.971,1.826,1.694
170529,2.533,2.25,1.944,1.837,1.737
170530,2.533,2.25,1.944,1.837,1.737
170531,2.533,2.25,1.944,1.837,1.737
170601,1.657,1.475,1.274,1.202,1.129
170602,1.657,1.475,1.274,1.202,1.129
170603,1.657,1.475,1.274,1.202,1.129
170604,1.657,1.475,1.274,1.202,1.129
170605,1.657,1.475,1.274,1.202,1.129
170606,0.807,0.753,0.678,0.648,0.62
170607,2.919,2.729,2.466,2.361,2.259
170608,1.657,1.475,1.274,1.202,1.129
170609,1.657,1.475,1.274,1.202,1.129
170610,1.657,1.475,1.274,1.202,1.129
170611,0.791,0.738,0.665,0.635,0.607
170612,1.657,1.475,1.274,1.202,1.129
170613,0.63,0.589,0.533,0.51,0.489
170614,1.657,1.475,1.274,1.202,1.129
170615,1.93,1.698,1.447,1.359,1.277
170616,1.657,1.475,1.274,1.202,1.129
170617,2.902,2.513,2.104,1.962,1.833
170618,1.322,1.233,1.112,1.063,1.015
170619,0.931,0.872,0.79,0.758,0.726
170620,0.099,0.093,0.084,0.08,0.077
170621,1.657,1.475,1.274,1.202,1.129
170622,0.121,0.113,0.103,0.098,0.094
170623,1.657,1.475,1.274,1.202,1.129
170624,1.657,1.475,1.274,1.202,1.129
170625,0.385,0.361,0.327,0.314,0.3
170626,0.334,0.312,0.283,0.271,0.259
170627,0.888,0.812,0.718,0.682,0.649
170628,1.657,1.475,1.274,1.202,1.129
170629,0.066,0.062,0.056,0.054,0.052
170630,1.657,1.475,1.274,1.202,1.129
170701,3.395,3.17,2.862,2.738,2.618
170702,1.075,0.969,0.846,0.801,0.768
170703,1.075,0.969,0.846,0.801,0.768
170704,0.027,0.025,0.023,0.022,0.021
170705,2.697,2.336,1.956,1.824,1.704
170706,1.075,0.969,0.846,0.801,0.768
170707,1.075,0.969,0.846,0.801,0.768
170708,0.039,0.036,0.033,0.032,0.03
170709,1.075,0.969,0.846,0.801,0.768
170710,1.174,1.083,0.968,0.924,0.882
170711,0.004,0.003,0.002,0.002,0.002
170712,0.304,0.275,0.241,0.229,0.217
170713,0.059,0.056,0.05,0.048,0.768
170714,0.519,0.486,0.44,0.422,0.404
170715,1.198,1.056,0.899,0.844,0.792
170716,1.075,0.969,0.846,0.801,0.768
170717,1.075,0.969,0.846,0.801,0.768
170718,1.075,0.969,0.846,0.801,0.768
170719,1.075,0.969,0.846,0.801,0.768
170720,1.075,0.969,0.846,0.801,0.768
170721,0.195,0.183,0.165,0.159,0.152
170722,1.075,0.969,0.846,0.801,0.768
170723,1.075,0.969,0.846,0.801,0.768
170724,1.14,1.064,0.958,0.916,0.875
170725,1.075,0.969,0.846,0.801,0.768
170726,0.234,0.215,0.192,0.183,0.174
170727,1.075,0.969,0.846,0.801,0.768
170728,1.059,0.983,0.882,0.843,0.805
170729,0.426,0.388,0.342,0.311,0.309
170730,1.075,0.969,0.846,0.801,0.768
170731,1.075,0.969,0.846,0.801,0.768
170801,2.517,2.205,1.872,1.756,1.65
170802,2.494,2.252,1.967,1.861,1.761
170803,0.705,0.659,0.595,0.57,0.545
170804,2.517,2.205,1.872,1.756,1.65
170805,0.734,0.684,0.617,0.59,0.563
170806,1.068,0.998,0.902,0.864,0.826
170807,4.367,3.636,2.926,2.692,2.484
170808,2.517,2.205,1.872,1.756,1.65
170809,3.196,2.702,2.207,2.04,1.891
170810,2.517,2.205,1.872,1.756,1.65
170811,2.517,2.205,1.872,1.756,1.65
170812,2.044,1.907,1.718,1.642,1.569
170813,2.517,2.205,1.872,1.756,1.65
170814,2.517,2.205,1.872,1.756,1.65
170815,2.517,2.205,1.872,1.756,1.65
170816,1.849,1.786,1.726,1.707,1.689
170817,2.517,2.205,1.872,1.756,1.65
170818,2.517,2.205,1.872,1.756,1.65
170819,2.517,2.205,1.872,1.756,1.65
170820,2.517,2.205,1.872,1.756,1.65
170821,2.517,2.205,1.872,1.756,1.65
170822,2.517,2.205,1.872,1.756,1.65
170823,2.736,2.458,2.137,2.019,1.908
170824,2.517,2.205,1.872,1.756,1.65
170825,4.228,3.628,3.003,2.788,2.593
170826,2.517,2.205,1.872,1.756,1.65
170827,3.54,3.256,2.895,2.756,2.623
170828,2.517,2.205,1.872,1.756,1.65
170829,2.517,2.205,1.872,1.756,1.65
170830,2.517,2.205,1.872,1.756,1.65
170831,2.517,2.205,1.872,1.756,1.65
170901,1.538,1.32,1.092,1.014,0.943
170902,3.274,2.847,2.396,2.239,2.096
170903,2.549,2.377,2.142,2.048,1.957
170904,2.203,2.055,1.852,1.771,1.692
170905,3.274,2.847,2.396,2.239,2.096
170906,2.956,2.615,2.241,2.108,1.985
170907,5.948,4.939,3.958,3.634,3.347
170908,3.274,2.847,2.396,2.239,2.096
170909,3.274,2.847,2.396,2.239,2.096
170910,3.274,2.847,2.396,2.239,2.096
170911,3.274,2.847,2.396,2.239,2.096
170912,7.606,6.297,5.031,4.616,4.247
170913,3.274,2.847,2.396,2.239,2.096
170914,5.21,4.313,3.446,3.161,2.909
170915,3.252,2.836,2.387,2.23,2.085
170916,4.087,3.827,3.468,3.325,3.186
170917,1.116,0.968,0.813,0.76,0.711
170918,3.274,2.847,2.396,2.239,2.096
170919,4.488,4.099,3.62,3.438,3.265
170920,4.521,4.217,3.8,3.633,3.472
170921,6.498,5.38,4.298,3.943,3.628
170922,3.274,2.847,2.396,2.239,2.096
170923,3.274,2.847,2.396,2.239,2.096
170924,3.274,2.847,2.396,2.239,2.096
170925,3.274,2.847,2.396,2.239,2.096
170926,3.274,2.847,2.396,2.239,2.096
170927,3.274,2.847,2.396,2.239,2.096
170928,3.274,2.847,2.396,2.239,2.096
170929,3.274,2.847,2.396,2.239,2.096
170930,6.679,5.529,4.418,4.053,3.729
171001,1.935,1.806,1.627,1.555,1.486
171002,3.228,2.811,2.37,2.216,2.076
171003,3.228,2.811,2.37,2.216,2.076
171004,3.228,2.811,2.37,2.216,2.076
171005,3.771,3.201,2.622,2.426,2.249
171006,1.633,1.524,1.373,1.313,1.254
171007,4.328,3.816,3.253,3.052,2.868
171008,3.228,2.811,2.37,2.216,2.076
171009,3.214,3.004,2.715,2.599,2.487
171010,3.228,2.811,2.37,2.216,2.076
171011,3.228,2.811,2.37,2.216,2.076
171012,3.228,2.811,2.37,2.216,2.076
171013,3.228,2.811,2.37,2.216,2.076
171014,3.228,2.811,2.37,2.216,2.076
171015,3.228,2.811,2.37,2.216,2.076
171016,3.228,2.811,2.37,2.216,2.076
171017,3.228,2.811,2.37,2.216,2.076
171018,3.228,2.811,2.37,2.216,2.076
171019,3.018,2.499,1.996,1.831,1.685
171020,3.228,2.811,2.37,2.216,2.076
171021,3.228,2.811,2.37,2.216,2.076
171022,3.228,2.811,2.37,2.216,2.076
171023,3.228,2.811,2.37,2.216,2.076
171024,3.228,2.811,2.37,2.216,2.076
171025,3.228,2.811,2.37,2.216,2.076
171026,3.228,2.811,2.37,2.216,2.076
171027,3.228,2.811,2.37,2.216,2.076
171028,3.228,2.811,2.37,2.216,2.076
171029,3.228,2.811,2.37,2.216,2.076
171030,3.119,2.894,2.598,2.481,2.369
171031,1.079,1.009,0.912,0.873,0.835
171101,2.714,2.247,1.795,1.647,1.516
171102,1.189,1.148,1.11,1.097,1.086
171103,3.055,2.682,2.299,2.167,2.048
171104,3.055,2.682,2.299,2.167,2.048
171105,3.055,2.682,2.299,2.167,2.048
171106,3.055,2.682,2.299,2.167,2.048
171107,3.055,2.682,2.299,2.167,2.048
171108,3.055,2.682,2.299,2.167,2.048
171109,3.055,2.682,2.299,2.167,2.048
171110,3.055,2.682,2.299,2.167,2.048
171111,3.055,2.682,2.299,2.167,2.048
171112,3.055,2.682,2.299,2.167,2.048
171113,3.055,2.682,2.299,2.167,2.048
171114,3.055,2.682,2.299,2.167,2.048
171115,5.583,4.703,3.824,3.529,3.265
171116,3.055,2.682,2.299,2.167,2.048
171117,3.055,2.682,2.299,2.167,2.048
171118,3.055,2.682,2.299,2.167,2.048
171119,2.559,2.471,2.389,2.362,2.337
171120,3.055,2.682,2.299,2.167,2.048
171121,3.055,2.682,2.299,2.167,2.048
171122,3.055,2.682,2.299,2.167,2.048
171123,3.055,2.682,2.299,2.167,2.048
171124,3.055,2.682,2.299,2.167,2.048
171125,3.055,2.682,2.299,2.167,2.048
171126,3.055,2.682,2.299,2.167,2.048
171127,3.055,2.682,2.299,2.167,2.048
171128,3.055,2.682,2.299,2.167,2.048
171129,3.055,2.682,2.299,2.167,2.048
171130,3.055,2.682,2.299,2.167,2.048
171201,3.261,2.841,2.399,2.246,2.166
171202,3.261,2.841,2.399,2.246,2.166
171203,3.261,2.841,2.399,2.246,2.166
171204,3.261,2.841,2.399,2.246,2.166
171205,3.261,2.841,2.399,2.246,2.166
171206,3.261,2.841,2.399,2.246,2.166
171207,3.261,2.841,2.399,2.246,2.166
171208,2.183,2.037,1.835,1.754,1.676
171209,3.261,2.841,2.399,2.246,2.166
171210,3.261,2.841,2.399,2.246,2.166
171211,3.261,2.841,2.399,2.246,2.166
171212,3.261,2.841,2.399,2.246,2.166
171213,3.261,2.841,2.399,2.246,2.166
171214,3.261,2.841,2.399,2.246,2.166
171215,3.261,2.841,2.399,2.246,2.166
171216,3.261,2.841,2.399,2.246,2.166
171217,3.261,2.841,2.399,2.246,2.166
171218,3.261,2.841,2.399,2.246,2.166
171219,3.261,2.841,2.399,2.246,2.166
171220,2.027,1.74,1.44,1.337,1.243
171221,3.261,2.841,2.399,2.246,2.166
171222,3.261,2.841,2.399,2.246,2.166
171223,3.261,2.841,2.399,2.246,2.166
171224,3.261,2.841,2.399,2.246,2.166
171225,3.261,2.841,2.399,2.246,2.166
171226,3.261,2.841,2.399,2.246,2.166
171227,3.261,2.841,2.399,2.246,2.166
171228,3.261,2.841,2.399,2.246,2.166
171229,3.261,2.841,2.399,2.246,2.166
171230,3.261,2.841,2.399,2.246,2.166
171231,3.261,2.841,2.399,2.246,2.166
180101,2.936,2.657,2.343,2.23,2.125
180102,2.936,2.657,2.343,2.23,2.125
180103,2.936,2.657,2.343,2.23,2.125
180104,2.936,2.657,2.343,2.23,2.125
180105,2.936,2.657,2.343,2.23,2.125
180106,2.936,2.657,2.343,2.23,2.125
180107,2.936,2.657,2.343,2.23,2.125
180108,2.936,2.657,2.343,2.23,2.125
180109,2.936,2.657,2.343,2.23,2.125
180110,2.936,2.657,2.343,2.23,2.125
180111,2.936,2.657,2.343,2.23,2.125
180112,1.655,1.544,1.391,1.33,1.27
180113,2.936,2.657,2.343,2.23,2.125
180114,2.936,2.657,2.343,2.23,2.125
180115,2.936,2.657,2.343,2.23,2.125
180116,2.936,2.657,2.343,2.23,2.125
180117,2.936,2.657,2.343,2.23,2.125
180118,2.944,2.643,2.302,2.177,2.061
180119,2.936,2.657,2.343,2.23,2.125
180120,2.936,2.657,2.343,2.23,2.125
180121,2.002,1.868,1.683,1.609,1.537
180122,2.936,2.657,2.343,2.23,2.125
180123,2.936,2.657,2.343,2.23,2.125
180124,2.936,2.657,2.343,2.23,2.125
180125,2.936,2.657,2.343,2.23,2.125
180126,2.936,2.657,2.343,2.23,2.125
180127,2.936,2.657,2.343,2.23,2.125
180128,2.936,2.657,2.343,2.23,2.125
180129,2.936,2.657,2.343,2.23,2.125
180130,2.936,2.657,2.343,2.23,2.125
180131,2.936,2.657,2.343,2.23,2.125
180201,3.189,2.829,2.442,2.306,2.181
180202,3.189,2.829,2.442,2.306,2.181
180203,3.189,2.829,2.442,2.306,2.181
180204,3.189,2.829,2.442,2.306,2.181
180205,3.189,2.829,2.442,2.306,2.181
180206,3.189,2.829,2.442,2.306,2.181
180207,3.189,2.829,2.442,2.306,2.181
180208,3.189,2.829,2.442,2.306,2.181
180209,3.189,2.829,2.442,2.306,2.181
180210,3.189,2.829,2.442,2.306,2.181
180211,3.189,2.829,2.442,2.306,2.181
180212,3.189,2.829,2.442,2.306,2.181
180213,3.189,2.829,2.442,2.306,2.181
180214,3.189,2.829,2.442,2.306,2.181
180215,3.189,2.829,2.442,2.306,2.181
180216,3.189,2.829,2.442,2.306,2.181
180217,3.189,2.829,2.442,2.306,2.181
180218,3.189,2.829,2.442,2.306,2.181
180219,3.891,3.24,2.607,2.399,2.213
180220,3.189,2.829,2.442,2.306,2.181
180221,3.189,2.829,2.442,2.306,2.181
180222,3.189,2.829,2.442,2.306,2.181
180223,3.189,2.829,2.442,2.306,2.181
180224,3.189,2.829,2.442,2.306,2.181
180225,3.189,2.829,2.442,2.306,2.181
180226,3.189,2.829,2.442,2.306,2.181
180227,3.189,2.829,2.442,2.306,2.181
180228,3.189,2.829,2.442,2.306,2.181
180301,3.417,2.939,2.449,2.282,2.132
180302,3.417,2.939,2.449,2.282,2.132
180303,3.417,2.939,2.449,2.282,2.132
180304,3.417,2.939,2.449,2.282,2.132
180305,3.417,2.939,2.449,2.282,2.132
180306,3.417,2.939,2.449,2.282,2.132
180307,3.417,2.939,2.449,2.282,2.132
180308,3.417,2.939,2.449,2.282,2.132
180309,3.417,2.939,2.449,2.282,2.132
180310,5.111,4.386,3.63,3.37,3.135
180311,3.417,2.939,2.449,2.282,2.132
180312,3.417,2.939,2.449,2.282,2.132
180313,3.417,2.939,2.449,2.282,2.132
180314,3.417,2.939,2.449,2.282,2.132
180315,2.166,1.867,1.554,1.446,1.348
180316,3.417,2.939,2.449,2.282,2.132
180317,3.417,2.939,2.449,2.282,2.132
180318,3.417,2.939,2.449,2.282,2.132
180319,3.417,2.939,2.449,2.282,2.132
180320,3.417,2.939,2.449,2.282,2.132
180321,3.417,2.939,2.449,2.282,2.132
180322,3.285,3.064,2.761,2.64,2.522
180323,3.417,2.939,2.449,2.282,2.132
180324,3.417,2.939,2.449,2.282,2.132
180325,3.417,2.939,2.449,2.282,2.132
180326,4.172,3.58,2.963,2.751,2.559
180327,4.303,3.516,2.783,2.548,2.342
180328,3.417,2.939,2.449,2.282,2.132
180329,3.417,2.939,2.449,2.282,2.132
180330,3.417,2.939,2.449,2.282,2.132
180331,3.417,2.939,2.449,2.282,2.132
180401,2.602,2.323,2.019,1.932,1.813
180402,2.602,2.323,2.019,1.932,1.813
180403,2.602,2.323,2.019,1.932,1.813
180404,2.602,2.323,2.019,1.932,1.813
180405,2.602,2.323,2.019,1.932,1.813
180406,2.602,2.323,2.019,1.932,1.813
180407,2.602,2.323,2.019,1.932,1.813
180408,2.602,2.323,2.019,1.932,1.813
180409,2.602,2.323,2.019,1.932,1.813
180410,8.498,7.035,5.621,5.157,4.745
180411,2.602,2.323,2.019,1.932,1.813
180412,2.602,2.323,2.019,1.932,1.813
180413,2.602,2.323,2.019,1.932,1.813
180414,2.602,2.323,2.019,1.932,1.813
180415,2.602,2.323,2.019,1.932,1.813
180416,2.602,2.323,2.019,1.932,1.813
180417,2.602,2.323,2.019,1.932,1.813
180418,2.602,2.323,2.019,1.932,1.813
180419,2.602,2.323,2.019,1.932,1.813
180420,2.602,2.323,2.019,1.932,1.813
180421,2.602,2.323,2.019,1.932,1.813
180422,2.602,2.323,2.019,1.932,1.813
180423,2.602,2.323,2.019,1.932,1.813
180424,2.602,2.323,2.019,1.932,1.813
180425,2.602,2.323,2.019,1.932,1.813
180426,2.602,2.323,2.019,1.932,1.813
180427,1.675,1.528,1.387,1.34,1.299
180428,2.602,2.323,2.019,1.932,1.813
